Review_ID,Patient_ID,Appointment_ID,Rating,Review_Text,Review_Date,Sentiment
REV02604,DP01400,APT002972,2,Not satisfied with treatment,2023-08-20,Negative
REV02605,DP00521,APT004202,4,Great experience overall,2023-12-25,Positive
REV02606,DP03332,APT005414,4,Clean clinic and professional team,2025-03-21,Positive
REV02607,DP00408,APT003962,5,Highly recommend this clinic,2024-06-27,Positive
REV02608,DP00893,APT005951,5,Clean clinic and professional team,2024-05-27,Positive
REV02609,DP00865,APT004268,4,Very satisfied with the treatment,2023-08-29,Positive
REV02610,DP01135,APT005145,5,Very satisfied with the treatment,2025-03-23,Positive
REV02611,DP00429,APT005437,4,Excellent service and very friendly staff,2024-02-27,Positive
REV02612,DP01529,APT000857,2,Too expensive for the service,2024-12-22,Negative
REV02613,DP01483,APT004651,4,Clean clinic and professional team,2024-07-09,Positive
REV02614,DP02857,APT006459,5,Quick and painless procedure,2025-07-29,Positive
REV02615,DP01182,APT001365,3,Waiting time was a bit long,2024-08-16,Neutral
REV02616,DP01521,APT003995,5,Great experience overall,2025-10-17,Positive
REV02617,DP02233,APT002726,5,Excellent service and very friendly staff,2023-05-17,Positive
REV02618,DP03208,APT002105,4,Highly recommend this clinic,2025-01-10,Positive
REV02619,DP01294,APT001243,5,Excellent service and very friendly staff,2025-03-12,Positive
REV02620,DP02829,APT000073,3,Treatment was fine,2023-08-25,Neutral
REV02621,DP02058,APT001132,4,Service was okay,2024-09-30,Neutral
REV02622,DP00055,APT005138,5,Quick and painless procedure,2024-04-17,Positive
REV02623,DP01198,APT001958,2,Will not visit again,2024-07-11,Negative
REV02624,DP03338,APT000786,1,Not satisfied with treatment,2024-09-17,Negative
REV02625,DP00697,APT002973,4,Doctor explained everything clearly,2023-07-27,Positive
REV02626,DP01694,APT000756,4,Excellent service and very friendly staff,2025-06-28,Positive
REV02627,DP00517,APT001507,5,Excellent service and very friendly staff,2025-06-17,Positive
REV02628,DP01823,APT005487,4,Clean clinic and professional team,2025-09-28,Positive
REV02629,DP03447,APT006196,5,Excellent service and very friendly staff,2023-10-06,Positive
REV02630,DP03448,APT005822,4,Doctor explained everything clearly,2023-08-10,Positive
REV02631,DP02755,APT001552,1,Too expensive for the service,2023-10-31,Negative
REV02632,DP00747,APT002480,5,Doctor explained everything clearly,2025-10-30,Positive
REV02633,DP01198,APT005127,4,Average experience,2024-04-29,Neutral
REV02634,DP00615,APT003267,4,Very satisfied with the treatment,2023-11-19,Positive
REV02635,DP01452,APT006758,4,Clean clinic and professional team,2023-02-04,Positive
REV02636,DP01851,APT000361,3,Average experience,2025-07-20,Neutral
REV02637,DP03287,APT005119,3,Service was okay,2024-08-05,Neutral
REV02638,DP03328,APT000178,4,Very satisfied with the treatment,2025-12-05,Positive
REV02639,DP00154,APT006342,4,Highly recommend this clinic,2024-12-24,Positive
REV02640,DP01436,APT006440,5,Clean clinic and professional team,2024-12-07,Positive
REV02641,DP00265,APT003013,4,Doctor explained everything clearly,2025-11-18,Positive
REV02642,DP02391,APT001472,3,Average experience,2023-12-19,Neutral
REV02643,DP00868,APT000048,5,Excellent service and very friendly staff,2024-05-10,Positive
REV02644,DP02988,APT004609,4,Treatment was fine,2023-12-28,Neutral
REV02645,DP02851,APT004059,5,Clean clinic and professional team,2025-03-17,Positive
REV02646,DP01674,APT006570,4,Clean clinic and professional team,2024-06-14,Positive
REV02647,DP01514,APT006651,4,Great experience overall,2024-10-20,Positive
REV02648,DP01194,APT005955,1,Uncomfortable experience,2023-03-13,Negative
REV02649,DP00464,APT006743,3,Service was okay,2024-07-31,Neutral
REV02650,DP03095,APT001215,4,Great experience overall,2023-11-19,Positive
REV02651,DP01593,APT005745,1,Staff was not very helpful,2023-08-25,Negative
REV02652,DP02429,APT001720,4,Nothing special but acceptable,2024-10-06,Neutral
REV02653,DP00970,APT005298,4,Clean clinic and professional team,2025-08-23,Positive
REV02654,DP03312,APT000449,1,Staff was not very helpful,2024-09-12,Negative
REV02655,DP02516,APT006126,5,Excellent service and very friendly staff,2023-03-11,Positive
REV02656,DP01582,APT004538,5,Clean clinic and professional team,2023-01-08,Positive
REV02657,DP00681,APT001460,5,Clean clinic and professional team,2023-01-15,Positive
REV02658,DP00212,APT004797,5,Very satisfied with the treatment,2023-12-19,Positive
REV02659,DP01407,APT003320,5,Excellent service and very friendly staff,2024-09-05,Positive
REV02660,DP03410,APT006827,3,Treatment was fine,2023-02-13,Neutral
REV02661,DP02473,APT002844,5,Doctor explained everything clearly,2025-09-12,Positive
REV02662,DP02097,APT001614,4,Service was okay,2024-08-26,Neutral
REV02663,DP02461,APT005465,4,Very satisfied with the treatment,2024-10-08,Positive
REV02664,DP02229,APT006443,4,Very satisfied with the treatment,2023-07-18,Positive
REV02665,DP00272,APT000725,3,Nothing special but acceptable,2024-10-21,Neutral
REV02666,DP02503,APT006397,4,Doctor explained everything clearly,2025-01-13,Positive
REV02667,DP02582,APT001434,5,Excellent service and very friendly staff,2024-11-12,Positive
REV02668,DP00499,APT001997,5,Very satisfied with the treatment,2023-03-11,Positive
REV02669,DP02806,APT004119,4,Quick and painless procedure,2025-05-06,Positive
REV02670,DP00001,APT003424,4,Excellent service and very friendly staff,2025-07-29,Positive
REV02671,DP00285,APT006111,4,Highly recommend this clinic,2025-07-06,Positive
REV02672,DP01294,APT003484,3,Nothing special but acceptable,2024-03-13,Neutral
REV02673,DP01617,APT002030,4,Great experience overall,2025-04-24,Positive
REV02674,DP00138,APT005154,5,Very satisfied with the treatment,2025-08-17,Positive
REV02675,DP00406,APT006801,4,Quick and painless procedure,2024-06-16,Positive
REV02676,DP02059,APT006843,2,Very long waiting time,2024-10-21,Negative
REV02677,DP03270,APT004754,5,Very satisfied with the treatment,2024-02-08,Positive
REV02678,DP02511,APT006937,5,Doctor explained everything clearly,2025-10-16,Positive
REV02679,DP02625,APT001677,3,Treatment was fine,2024-08-14,Neutral
REV02680,DP02304,APT003354,5,Very satisfied with the treatment,2025-09-28,Positive
REV02681,DP00630,APT000722,1,Not satisfied with treatment,2025-10-05,Negative
REV02682,DP01618,APT005489,4,Doctor explained everything clearly,2024-01-19,Positive
REV02683,DP02135,APT001668,4,Highly recommend this clinic,2025-04-02,Positive
REV02684,DP01472,APT002422,4,Doctor explained everything clearly,2023-10-26,Positive
REV02685,DP00570,APT000668,2,Very long waiting time,2025-07-14,Negative
REV02686,DP02503,APT006875,5,Clean clinic and professional team,2024-06-05,Positive
REV02687,DP00685,APT003867,4,Doctor explained everything clearly,2025-05-01,Positive
REV02688,DP00399,APT005693,4,Very satisfied with the treatment,2025-01-26,Positive
REV02689,DP00846,APT003963,4,Quick and painless procedure,2024-02-29,Positive
REV02690,DP03201,APT004909,4,Nothing special but acceptable,2025-01-08,Neutral
REV02691,DP00809,APT001140,5,Very satisfied with the treatment,2024-05-10,Positive
REV02692,DP01813,APT004450,4,Service was okay,2023-05-15,Neutral
REV02693,DP01113,APT002872,5,Excellent service and very friendly staff,2025-09-29,Positive
REV02694,DP02054,APT002421,5,Excellent service and very friendly staff,2025-05-28,Positive
REV02695,DP02811,APT002597,3,Waiting time was a bit long,2025-02-21,Neutral
REV02696,DP01170,APT005754,3,Waiting time was a bit long,2023-05-19,Neutral
REV02697,DP00560,APT000630,1,Will not visit again,2023-01-14,Negative
REV02698,DP00610,APT001871,4,Doctor explained everything clearly,2023-03-01,Positive
REV02699,DP01303,APT006199,4,Highly recommend this clinic,2024-03-16,Positive
REV02700,DP03447,APT006207,1,Uncomfortable experience,2025-05-07,Negative
REV02701,DP01564,APT006281,4,Average experience,2024-11-15,Neutral
REV02702,DP02854,APT004510,4,Quick and painless procedure,2024-08-29,Positive
REV02703,DP00024,APT004617,2,Uncomfortable experience,2025-09-16,Negative
REV02704,DP02623,APT001836,5,Excellent service and very friendly staff,2023-12-17,Positive
REV02705,DP00542,APT004663,3,Nothing special but acceptable,2024-09-07,Neutral
REV02706,DP02649,APT005249,3,Average experience,2025-12-24,Neutral
REV02707,DP01956,APT005022,5,Great experience overall,2024-02-15,Positive
REV02708,DP02352,APT003472,4,Waiting time was a bit long,2024-09-21,Neutral
REV02709,DP00791,APT006985,4,Clean clinic and professional team,2024-07-09,Positive
REV02710,DP00387,APT005760,4,Very satisfied with the treatment,2025-03-11,Positive
REV02711,DP02453,APT006878,5,Quick and painless procedure,2024-05-10,Positive
REV02712,DP02450,APT004736,5,Clean clinic and professional team,2023-10-07,Positive
REV02713,DP01829,APT004402,5,Excellent service and very friendly staff,2023-07-19,Positive
REV02714,DP01300,APT005446,4,Excellent service and very friendly staff,2025-03-04,Positive
REV02715,DP02753,APT002352,5,Doctor explained everything clearly,2025-02-05,Positive
REV02716,DP01774,APT003745,2,Will not visit again,2024-10-16,Negative
REV02717,DP00303,APT000198,4,Quick and painless procedure,2025-10-27,Positive
REV02718,DP02990,APT003859,4,Waiting time was a bit long,2024-01-03,Neutral
REV02719,DP00820,APT005217,5,Great experience overall,2025-09-17,Positive
REV02720,DP01595,APT001304,4,Great experience overall,2025-01-09,Positive
REV02721,DP02502,APT001774,1,Staff was not very helpful,2025-04-30,Negative
REV02722,DP02998,APT001914,4,Average experience,2023-05-17,Neutral
REV02723,DP03408,APT000644,4,Average experience,2023-08-28,Neutral
REV02724,DP01714,APT000083,4,Doctor explained everything clearly,2024-11-18,Positive
REV02725,DP01785,APT000917,4,Very satisfied with the treatment,2023-08-01,Positive
REV02726,DP00544,APT001724,2,Very long waiting time,2024-02-29,Negative
REV02727,DP01820,APT005081,3,Treatment was fine,2024-04-18,Neutral
REV02728,DP00209,APT004012,4,Quick and painless procedure,2025-05-28,Positive
REV02729,DP00523,APT000785,5,Doctor explained everything clearly,2025-01-22,Positive
REV02730,DP00716,APT004168,4,Quick and painless procedure,2023-12-01,Positive
REV02731,DP01318,APT006148,5,Quick and painless procedure,2023-04-02,Positive
REV02732,DP02996,APT001279,3,Treatment was fine,2025-12-26,Neutral
REV02733,DP02822,APT004782,3,Treatment was fine,2025-03-07,Neutral
REV02734,DP00308,APT000392,2,Staff was not very helpful,2025-09-03,Negative
REV02735,DP01890,APT005175,1,Not satisfied with treatment,2023-03-13,Negative
REV02736,DP03074,APT003886,5,Great experience overall,2025-01-27,Positive
REV02737,DP01215,APT006519,5,Quick and painless procedure,2025-04-21,Positive
REV02738,DP00523,APT004156,4,Service was okay,2024-11-08,Neutral
REV02739,DP01055,APT002587,4,Excellent service and very friendly staff,2025-11-20,Positive
REV02740,DP03299,APT005099,5,Highly recommend this clinic,2025-02-06,Positive
REV02741,DP03063,APT004780,1,Very long waiting time,2023-11-04,Negative
REV02742,DP02582,APT001968,5,Very satisfied with the treatment,2023-04-24,Positive
REV02743,DP02920,APT004706,2,Will not visit again,2023-03-01,Negative
REV02744,DP00638,APT003180,4,Excellent service and very friendly staff,2023-04-15,Positive
REV02745,DP02012,APT000038,4,Very satisfied with the treatment,2023-11-07,Positive
REV02746,DP01189,APT005550,5,Clean clinic and professional team,2023-04-11,Positive
REV02747,DP01901,APT002120,4,Very satisfied with the treatment,2024-11-17,Positive
REV02748,DP03317,APT003729,5,Doctor explained everything clearly,2025-05-07,Positive
REV02749,DP00766,APT003544,2,Staff was not very helpful,2023-12-09,Negative
REV02750,DP01301,APT000123,5,Quick and painless procedure,2023-02-24,Positive
REV02751,DP02517,APT000860,3,Treatment was fine,2023-03-08,Neutral
REV02752,DP01805,APT004690,3,Average experience,2025-05-05,Neutral
REV02753,DP00281,APT000245,4,Treatment was fine,2025-07-30,Neutral
REV02754,DP00920,APT005526,5,Doctor explained everything clearly,2024-04-29,Positive
REV02755,DP02763,APT005464,3,Average experience,2024-10-17,Neutral
REV02756,DP02842,APT006074,5,Very satisfied with the treatment,2023-08-21,Positive
REV02757,DP02883,APT005908,3,Waiting time was a bit long,2023-12-13,Neutral
REV02758,DP02138,APT006205,4,Doctor explained everything clearly,2023-02-17,Positive
REV02759,DP00020,APT006618,5,Excellent service and very friendly staff,2025-07-24,Positive
REV02760,DP00051,APT000311,4,Highly recommend this clinic,2024-07-10,Positive
REV02761,DP00279,APT000761,2,Not satisfied with treatment,2024-04-03,Negative
REV02762,DP02464,APT006593,4,Doctor explained everything clearly,2023-11-13,Positive
REV02763,DP01162,APT001171,4,Nothing special but acceptable,2023-01-20,Neutral
REV02764,DP03281,APT001141,1,Uncomfortable experience,2025-10-18,Negative
REV02765,DP03471,APT003727,4,Very satisfied with the treatment,2023-03-03,Positive
REV02766,DP01888,APT002246,5,Clean clinic and professional team,2023-07-08,Positive
REV02767,DP00666,APT002571,5,Doctor explained everything clearly,2023-12-31,Positive
REV02768,DP02608,APT000784,5,Highly recommend this clinic,2024-09-17,Positive
REV02769,DP01768,APT001204,4,Clean clinic and professional team,2025-11-21,Positive
REV02770,DP02820,APT001976,4,Nothing special but acceptable,2025-12-08,Neutral
REV02771,DP00239,APT004616,4,Excellent service and very friendly staff,2025-07-12,Positive
REV02772,DP01277,APT000452,5,Clean clinic and professional team,2025-10-20,Positive
REV02773,DP02689,APT006900,4,Quick and painless procedure,2025-06-18,Positive
REV02774,DP02627,APT000144,5,Very satisfied with the treatment,2025-05-08,Positive
REV02775,DP00293,APT005659,2,Too expensive for the service,2024-07-04,Negative
REV02776,DP02056,APT006946,3,Waiting time was a bit long,2023-02-04,Neutral
REV02777,DP00931,APT006164,4,Highly recommend this clinic,2024-09-17,Positive
REV02778,DP03266,APT001096,4,Excellent service and very friendly staff,2025-07-21,Positive
REV02779,DP01424,APT001784,5,Very satisfied with the treatment,2024-08-30,Positive
REV02780,DP02521,APT006406,5,Highly recommend this clinic,2024-05-05,Positive
REV02781,DP01645,APT002194,2,Very long waiting time,2023-05-02,Negative
REV02782,DP01707,APT003804,4,Average experience,2023-12-31,Neutral
REV02783,DP00254,APT003529,4,Great experience overall,2023-09-26,Positive
REV02784,DP02303,APT003314,1,Uncomfortable experience,2023-05-22,Negative
REV02785,DP00955,APT001273,4,Very satisfied with the treatment,2024-06-20,Positive
REV02786,DP01597,APT002135,4,Great experience overall,2023-09-25,Positive
REV02787,DP02346,APT004091,4,Waiting time was a bit long,2024-03-03,Neutral
REV02788,DP00826,APT004706,4,Treatment was fine,2024-10-26,Neutral
REV02789,DP00702,APT005759,5,Very satisfied with the treatment,2025-01-12,Positive
REV02790,DP02423,APT002962,4,Clean clinic and professional team,2023-09-12,Positive
REV02791,DP03146,APT005957,1,Not satisfied with treatment,2023-09-14,Negative
REV02792,DP02941,APT003866,5,Very satisfied with the treatment,2025-03-15,Positive
REV02793,DP03441,APT003183,4,Quick and painless procedure,2023-12-28,Positive
REV02794,DP01076,APT001096,4,Quick and painless procedure,2025-02-21,Positive
REV02795,DP02761,APT006392,5,Clean clinic and professional team,2025-09-09,Positive
REV02796,DP02110,APT000555,5,Doctor explained everything clearly,2023-02-17,Positive
REV02797,DP01133,APT005927,2,Very long waiting time,2025-08-20,Negative
REV02798,DP00663,APT006900,4,Quick and painless procedure,2025-09-04,Positive
REV02799,DP02766,APT002124,1,Not satisfied with treatment,2025-10-03,Negative
REV02800,DP00096,APT006788,4,Excellent service and very friendly staff,2025-08-06,Positive
REV02801,DP02777,APT004710,4,Highly recommend this clinic,2023-03-20,Positive
REV02802,DP03068,APT005438,2,Will not visit again,2023-11-03,Negative
REV02803,DP02156,APT006709,4,Average experience,2023-03-15,Neutral
REV02804,DP02099,APT004534,4,Excellent service and very friendly staff,2024-11-20,Positive
REV02805,DP03090,APT003807,5,Very satisfied with the treatment,2025-02-10,Positive
REV02806,DP00990,APT000379,5,Excellent service and very friendly staff,2025-05-22,Positive
REV02807,DP03252,APT006499,4,Nothing special but acceptable,2025-05-09,Neutral
REV02808,DP02942,APT001123,4,Great experience overall,2024-04-19,Positive
REV02809,DP02113,APT003095,4,Very satisfied with the treatment,2025-09-29,Positive
REV02810,DP03114,APT004561,4,Waiting time was a bit long,2025-06-15,Neutral
REV02811,DP00849,APT006317,3,Waiting time was a bit long,2024-01-09,Neutral
REV02812,DP02358,APT004422,4,Doctor explained everything clearly,2025-12-31,Positive
REV02813,DP02681,APT001634,4,Great experience overall,2024-09-28,Positive
REV02814,DP02550,APT004594,1,Will not visit again,2025-12-22,Negative
REV02815,DP01582,APT005442,4,Excellent service and very friendly staff,2024-12-21,Positive
REV02816,DP03330,APT005707,4,Clean clinic and professional team,2023-02-14,Positive
REV02817,DP01721,APT003190,5,Highly recommend this clinic,2025-03-26,Positive
REV02818,DP00175,APT006389,4,Quick and painless procedure,2023-10-23,Positive
REV02819,DP02254,APT005259,5,Excellent service and very friendly staff,2023-07-24,Positive
REV02820,DP02110,APT006975,4,Great experience overall,2024-06-15,Positive
REV02821,DP02667,APT006512,5,Clean clinic and professional team,2023-02-23,Positive
REV02822,DP00865,APT000366,4,Great experience overall,2025-12-27,Positive
REV02823,DP01647,APT005174,5,Excellent service and very friendly staff,2024-06-04,Positive
REV02824,DP03493,APT006146,4,Great experience overall,2024-02-05,Positive
REV02825,DP00236,APT000728,4,Clean clinic and professional team,2025-08-27,Positive
REV02826,DP02298,APT004460,3,Treatment was fine,2025-09-30,Neutral
REV02827,DP02316,APT002821,4,Average experience,2024-03-03,Neutral
REV02828,DP03340,APT002786,1,Staff was not very helpful,2025-08-10,Negative
REV02829,DP01165,APT006370,3,Waiting time was a bit long,2023-06-09,Neutral
REV02830,DP00450,APT004172,4,Clean clinic and professional team,2024-11-16,Positive
REV02831,DP00035,APT003409,4,Quick and painless procedure,2025-10-13,Positive
REV02832,DP01104,APT005023,2,Staff was not very helpful,2023-08-17,Negative
REV02833,DP02384,APT001917,5,Excellent service and very friendly staff,2023-09-22,Positive
REV02834,DP03222,APT006827,4,Excellent service and very friendly staff,2023-10-23,Positive
REV02835,DP03136,APT000349,5,Great experience overall,2025-02-11,Positive
REV02836,DP02185,APT001512,5,Highly recommend this clinic,2024-07-25,Positive
REV02837,DP00294,APT006969,2,Uncomfortable experience,2024-11-02,Negative
REV02838,DP01725,APT004660,4,Treatment was fine,2023-03-11,Neutral
REV02839,DP00538,APT003988,2,Uncomfortable experience,2024-06-27,Negative
REV02840,DP03414,APT003394,4,Great experience overall,2025-09-25,Positive
REV02841,DP02061,APT006223,3,Service was okay,2023-11-02,Neutral
REV02842,DP02106,APT005088,4,Doctor explained everything clearly,2024-12-29,Positive
REV02843,DP02399,APT004671,5,Doctor explained everything clearly,2023-02-01,Positive
REV02844,DP03474,APT001699,1,Staff was not very helpful,2023-06-09,Negative
REV02845,DP00428,APT001534,5,Great experience overall,2024-10-02,Positive
REV02846,DP03490,APT003905,2,Will not visit again,2023-01-26,Negative
REV02847,DP00697,APT002300,4,Great experience overall,2025-06-20,Positive
REV02848,DP02800,APT003022,4,Average experience,2025-08-10,Neutral
REV02849,DP00600,APT000323,1,Staff was not very helpful,2023-10-01,Negative
REV02850,DP02845,APT005614,3,Treatment was fine,2023-02-24,Neutral
REV02851,DP03248,APT003497,3,Treatment was fine,2024-05-13,Neutral
REV02852,DP02005,APT002503,4,Quick and painless procedure,2025-05-22,Positive
REV02853,DP00786,APT000409,2,Very long waiting time,2023-04-19,Negative
REV02854,DP03432,APT004019,4,Quick and painless procedure,2025-08-19,Positive
REV02855,DP00713,APT000424,4,Waiting time was a bit long,2025-09-02,Neutral
REV02856,DP03168,APT005599,4,Clean clinic and professional team,2023-09-29,Positive
REV02857,DP01077,APT004138,5,Excellent service and very friendly staff,2025-03-15,Positive
REV02858,DP00112,APT001497,3,Waiting time was a bit long,2024-04-24,Neutral
REV02859,DP01608,APT006015,4,Treatment was fine,2025-05-25,Neutral
REV02860,DP01845,APT005690,4,Quick and painless procedure,2024-08-28,Positive
REV02861,DP03069,APT001941,3,Treatment was fine,2023-04-09,Neutral
REV02862,DP02191,APT005291,4,Very satisfied with the treatment,2024-03-02,Positive
REV02863,DP03022,APT001749,4,Quick and painless procedure,2025-03-12,Positive
REV02864,DP00373,APT004142,5,Great experience overall,2024-07-25,Positive
REV02865,DP01994,APT001530,5,Great experience overall,2023-04-16,Positive
REV02866,DP01459,APT002406,4,Highly recommend this clinic,2025-08-26,Positive
REV02867,DP03183,APT002103,4,Highly recommend this clinic,2024-06-05,Positive
REV02868,DP03436,APT000397,5,Great experience overall,2024-05-02,Positive
REV02869,DP01379,APT002640,5,Excellent service and very friendly staff,2024-08-21,Positive
REV02870,DP02718,APT002380,2,Staff was not very helpful,2023-01-12,Negative
REV02871,DP03240,APT003195,4,Great experience overall,2023-08-12,Positive
REV02872,DP01908,APT006791,4,Doctor explained everything clearly,2023-12-13,Positive
REV02873,DP01487,APT003065,5,Quick and painless procedure,2024-08-21,Positive
REV02874,DP00444,APT000055,3,Service was okay,2023-03-12,Neutral
REV02875,DP00370,APT005847,2,Very long waiting time,2025-10-24,Negative
REV02876,DP03002,APT004967,5,Excellent service and very friendly staff,2025-05-20,Positive
REV02877,DP02885,APT001870,4,Highly recommend this clinic,2025-09-03,Positive
REV02878,DP03417,APT000984,2,Uncomfortable experience,2025-07-13,Negative
REV02879,DP02584,APT002531,5,Very satisfied with the treatment,2024-09-01,Positive
REV02880,DP02406,APT001563,4,Treatment was fine,2024-11-14,Neutral
REV02881,DP00726,APT001531,5,Doctor explained everything clearly,2023-07-05,Positive
REV02882,DP01872,APT005133,5,Clean clinic and professional team,2024-10-28,Positive
REV02883,DP01624,APT005766,5,Very satisfied with the treatment,2025-08-10,Positive
REV02884,DP00840,APT004835,5,Doctor explained everything clearly,2025-01-03,Positive
REV02885,DP03062,APT003823,5,Excellent service and very friendly staff,2023-05-08,Positive
REV02886,DP01824,APT003444,4,Excellent service and very friendly staff,2025-03-24,Positive
REV02887,DP02919,APT006585,4,Treatment was fine,2024-10-14,Neutral
REV02888,DP01847,APT006683,3,Nothing special but acceptable,2023-01-01,Neutral
REV02889,DP00815,APT001388,4,Clean clinic and professional team,2023-09-30,Positive
REV02890,DP01449,APT003615,2,Very long waiting time,2023-11-03,Negative
REV02891,DP00098,APT002636,4,Doctor explained everything clearly,2023-09-23,Positive
REV02892,DP01910,APT005057,4,Very satisfied with the treatment,2025-10-22,Positive
REV02893,DP00559,APT002746,4,Service was okay,2025-03-11,Neutral
REV02894,DP00935,APT005766,5,Great experience overall,2023-10-01,Positive
REV02895,DP01308,APT002871,5,Quick and painless procedure,2023-09-01,Positive
REV02896,DP01909,APT005984,1,Too expensive for the service,2025-05-17,Negative
REV02897,DP01486,APT006590,4,Nothing special but acceptable,2025-05-27,Neutral
REV02898,DP00264,APT000455,3,Service was okay,2024-12-26,Neutral
REV02899,DP01397,APT002897,4,Average experience,2024-04-11,Neutral
REV02900,DP00700,APT002318,3,Treatment was fine,2024-09-26,Neutral
REV02901,DP01187,APT006764,4,Highly recommend this clinic,2025-04-24,Positive
REV02902,DP00823,APT006804,4,Doctor explained everything clearly,2023-10-13,Positive
REV02903,DP02292,APT001680,5,Highly recommend this clinic,2023-10-08,Positive
REV02904,DP00642,APT006894,5,Highly recommend this clinic,2023-09-06,Positive
REV02905,DP02682,APT001797,5,Great experience overall,2023-11-02,Positive
REV02906,DP03068,APT006494,2,Will not visit again,2025-10-02,Negative
REV02907,DP00077,APT004039,5,Clean clinic and professional team,2023-04-12,Positive
REV02908,DP00798,APT002451,4,Clean clinic and professional team,2024-11-13,Positive
REV02909,DP01070,APT003301,4,Quick and painless procedure,2024-05-27,Positive
REV02910,DP00852,APT004331,4,Highly recommend this clinic,2023-07-05,Positive
REV02911,DP02670,APT003970,4,Clean clinic and professional team,2024-07-25,Positive
REV02912,DP02886,APT003910,4,Treatment was fine,2023-05-03,Neutral
REV02913,DP02017,APT002778,4,Quick and painless procedure,2023-10-15,Positive
REV02914,DP00343,APT000545,4,Average experience,2024-03-02,Neutral
REV02915,DP00728,APT005171,4,Very satisfied with the treatment,2025-06-24,Positive
REV02916,DP02255,APT000565,4,Excellent service and very friendly staff,2025-04-24,Positive
REV02917,DP01484,APT001233,5,Doctor explained everything clearly,2024-10-06,Positive
REV02918,DP00873,APT002043,5,Great experience overall,2025-02-21,Positive
REV02919,DP02134,APT001873,4,Clean clinic and professional team,2025-04-06,Positive
REV02920,DP01473,APT004423,3,Nothing special but acceptable,2025-02-23,Neutral
REV02921,DP02883,APT003616,3,Nothing special but acceptable,2024-07-20,Neutral
REV02922,DP01503,APT003709,5,Quick and painless procedure,2023-01-15,Positive
REV02923,DP01130,APT006169,4,Great experience overall,2025-01-23,Positive
REV02924,DP03466,APT002192,5,Highly recommend this clinic,2023-06-05,Positive
REV02925,DP00804,APT005801,4,Nothing special but acceptable,2023-11-21,Neutral
REV02926,DP00452,APT005200,4,Quick and painless procedure,2024-03-07,Positive
REV02927,DP00238,APT004078,4,Average experience,2023-06-22,Neutral
REV02928,DP02961,APT002601,2,Uncomfortable experience,2024-04-23,Negative
REV02929,DP01190,APT001881,4,Great experience overall,2025-04-02,Positive
REV02930,DP01021,APT005985,3,Nothing special but acceptable,2023-12-19,Neutral
REV02931,DP01847,APT000746,4,Average experience,2023-04-28,Neutral
REV02932,DP02951,APT000860,4,Highly recommend this clinic,2024-12-30,Positive
REV02933,DP00127,APT004993,5,Highly recommend this clinic,2024-01-16,Positive
REV02934,DP00360,APT000461,2,Will not visit again,2024-07-09,Negative
REV02935,DP01371,APT006632,4,Great experience overall,2025-05-28,Positive
REV02936,DP01347,APT000125,4,Quick and painless procedure,2023-12-22,Positive
REV02937,DP01164,APT006423,4,Waiting time was a bit long,2024-05-09,Neutral
REV02938,DP03475,APT000817,5,Very satisfied with the treatment,2023-02-11,Positive
REV02939,DP01516,APT005030,4,Highly recommend this clinic,2024-06-17,Positive
REV02940,DP01785,APT004324,3,Waiting time was a bit long,2023-09-06,Neutral
REV02941,DP02133,APT003406,2,Too expensive for the service,2023-12-05,Negative
REV02942,DP03061,APT001102,5,Doctor explained everything clearly,2025-08-30,Positive
REV02943,DP01835,APT005122,4,Doctor explained everything clearly,2025-02-25,Positive
REV02944,DP03060,APT001726,5,Quick and painless procedure,2024-12-16,Positive
REV02945,DP02742,APT004655,4,Waiting time was a bit long,2023-10-27,Neutral
REV02946,DP01312,APT001703,5,Great experience overall,2024-07-20,Positive
REV02947,DP03141,APT004739,4,Very satisfied with the treatment,2024-02-21,Positive
REV02948,DP03178,APT004579,5,Doctor explained everything clearly,2024-10-10,Positive
REV02949,DP01172,APT001238,4,Excellent service and very friendly staff,2024-03-27,Positive
REV02950,DP00707,APT002433,4,Doctor explained everything clearly,2025-11-17,Positive
REV02951,DP00582,APT006828,3,Waiting time was a bit long,2025-12-16,Neutral
REV02952,DP01175,APT001756,3,Waiting time was a bit long,2024-10-18,Neutral
REV02953,DP00560,APT001632,5,Doctor explained everything clearly,2024-05-27,Positive
REV02954,DP03186,APT002681,2,Too expensive for the service,2024-04-04,Negative
REV02955,DP01827,APT003243,5,Clean clinic and professional team,2025-08-24,Positive
REV02956,DP02650,APT001473,1,Staff was not very helpful,2025-08-23,Negative
REV02957,DP02967,APT002385,2,Staff was not very helpful,2025-04-30,Negative
REV02958,DP01804,APT004569,3,Service was okay,2024-05-11,Neutral
REV02959,DP02558,APT000708,4,Excellent service and very friendly staff,2023-11-01,Positive
REV02960,DP00407,APT004029,5,Great experience overall,2023-12-07,Positive
REV02961,DP02980,APT000642,1,Not satisfied with treatment,2024-02-21,Negative
REV02962,DP02226,APT001175,3,Waiting time was a bit long,2023-08-18,Neutral
REV02963,DP02498,APT006533,4,Doctor explained everything clearly,2023-01-26,Positive
REV02964,DP01158,APT002896,4,Average experience,2024-09-21,Neutral
REV02965,DP02229,APT001171,3,Average experience,2025-12-22,Neutral
REV02966,DP02626,APT004917,4,Quick and painless procedure,2023-11-01,Positive
REV02967,DP01048,APT002504,4,Clean clinic and professional team,2024-06-10,Positive
