review_id,auction_id,reviewer_id,reviewee_id,rating,review_text,review_date
REV00574,AUC00998,USER02801,USER00858,5,"Great experience, smooth transaction!",2024-09-27 18:14:00
REV00575,AUC00999,USER01718,USER02963,5,"Item exactly as described, very happy.",2022-01-21 11:09:00
REV00576,AUC01000,USER01116,USER01438,4,Very professional and reliable.,2022-02-22 08:16:00
REV00577,AUC01001,USER01210,USER00168,5,"Item exactly as described, very happy.",2024-05-31 07:38:00
REV00578,AUC01002,USER00332,USER01736,3,"Item was okay, delivery was a bit late.",2025-09-04 20:46:00
REV00579,AUC01003,USER01541,USER00111,5,"Great experience, smooth transaction!",2025-03-11 21:10:00
REV00580,AUC01006,USER01165,USER01148,4,Fast delivery and excellent communication.,2024-11-10 20:26:00
REV00581,AUC01010,USER00015,USER00562,1,Poor communication from seller.,2024-06-01 16:43:00
REV00582,AUC01011,USER02372,USER02763,2,Delivery was very late.,2023-03-20 05:12:00
REV00583,AUC01014,USER00716,USER01923,3,Product was fine but packaging could improve.,2023-08-14 00:29:00
REV00584,AUC01019,USER01876,USER02427,4,"Great experience, smooth transaction!",2022-04-17 19:09:00
REV00585,AUC01021,USER02781,USER00248,3,"Item was okay, delivery was a bit late.",2023-06-14 01:06:00
REV00586,AUC01022,USER01129,USER00129,5,Very professional and reliable.,2022-09-25 16:34:00
REV00587,AUC01023,USER00922,USER00217,5,"Item exactly as described, very happy.",2024-03-24 14:09:00
REV00588,AUC01024,USER01991,USER01295,4,"Great experience, smooth transaction!",2023-01-05 18:44:00
REV00589,AUC01025,USER00668,USER00996,4,Very professional and reliable.,2025-05-10 07:09:00
REV00590,AUC01028,USER02704,USER01957,5,"Item exactly as described, very happy.",2024-02-03 14:31:00
REV00591,AUC01030,USER00963,USER01455,2,Poor communication from seller.,2025-02-15 15:09:00
REV00592,AUC01031,USER02816,USER00686,5,Fast delivery and excellent communication.,2025-07-22 14:57:00
REV00593,AUC01032,USER02029,USER01496,4,"Great experience, smooth transaction!",2022-05-25 05:10:00
REV00594,AUC01034,USER00128,USER01919,4,"Item exactly as described, very happy.",2024-06-23 23:33:00
REV00595,AUC01035,USER02820,USER02166,5,Fast delivery and excellent communication.,2022-07-18 01:34:00
REV00596,AUC01038,USER00651,USER02000,4,Fast delivery and excellent communication.,2024-04-11 20:14:00
REV00597,AUC01041,USER02152,USER00785,4,Very professional and reliable.,2022-01-21 20:56:00
REV00598,AUC01044,USER01506,USER01869,3,"Item was okay, delivery was a bit late.",2022-10-10 01:36:00
REV00599,AUC01045,USER01881,USER01090,5,"Great experience, smooth transaction!",2024-12-18 21:42:00
REV00600,AUC01046,USER00674,USER02737,4,Highly recommended seller.,2023-05-13 05:41:00
REV00601,AUC01047,USER00591,USER00700,4,Fast delivery and excellent communication.,2025-10-12 11:58:00
REV00602,AUC01049,USER00773,USER00804,4,Very professional and reliable.,2022-01-09 19:00:00
REV00603,AUC01050,USER00410,USER02397,3,Product was fine but packaging could improve.,2023-11-01 12:13:00
REV00604,AUC01052,USER01919,USER00276,3,Product was fine but packaging could improve.,2025-06-06 14:07:00
REV00605,AUC01053,USER01938,USER01802,1,Poor communication from seller.,2022-08-14 06:19:00
REV00606,AUC01057,USER01793,USER02949,5,Fast delivery and excellent communication.,2025-06-18 20:34:00
REV00607,AUC01059,USER01300,USER02438,2,"Item not as described, disappointed.",2024-04-29 10:52:00
REV00608,AUC01060,USER00696,USER01896,5,"Great experience, smooth transaction!",2022-07-05 11:37:00
REV00609,AUC01061,USER01327,USER02554,1,Poor communication from seller.,2025-02-11 07:10:00
REV00610,AUC01064,USER00529,USER00289,5,Fast delivery and excellent communication.,2023-02-03 10:19:00
REV00611,AUC01066,USER02555,USER01960,3,Product was fine but packaging could improve.,2024-11-13 03:16:00
REV00612,AUC01068,USER00649,USER01644,2,Delivery was very late.,2022-08-31 18:30:00
REV00613,AUC01069,USER01741,USER02416,4,Very professional and reliable.,2024-03-31 00:31:00
REV00614,AUC01070,USER00839,USER02894,4,Very professional and reliable.,2025-10-12 12:36:00
REV00615,AUC01071,USER02384,USER01774,5,Highly recommended seller.,2022-01-22 15:17:00
REV00616,AUC01073,USER02174,USER02000,5,"Great experience, smooth transaction!",2023-04-03 00:40:00
REV00617,AUC01074,USER01605,USER00879,5,Highly recommended seller.,2023-12-25 14:39:00
REV00618,AUC01076,USER01244,USER02087,3,"Item was okay, delivery was a bit late.",2024-11-15 06:59:00
REV00619,AUC01077,USER01135,USER01822,5,"Great experience, smooth transaction!",2025-07-22 19:23:00
REV00620,AUC01078,USER02296,USER02127,4,Highly recommended seller.,2023-08-07 07:30:00
REV00621,AUC01079,USER00138,USER02523,5,Fast delivery and excellent communication.,2023-10-18 09:06:00
REV00622,AUC01080,USER02961,USER01629,5,Highly recommended seller.,2023-09-01 19:14:00
REV00623,AUC01082,USER00312,USER00104,4,Highly recommended seller.,2025-04-26 12:51:00
REV00624,AUC01084,USER00252,USER01213,4,Very professional and reliable.,2025-01-06 02:42:00
REV00625,AUC01085,USER02274,USER02083,5,Very professional and reliable.,2025-11-29 21:55:00
REV00626,AUC01088,USER00560,USER00253,5,Highly recommended seller.,2023-06-30 11:52:00
REV00627,AUC01091,USER01881,USER00616,4,Very professional and reliable.,2023-12-25 00:07:00
REV00628,AUC01092,USER01415,USER02837,5,"Item exactly as described, very happy.",2022-11-05 06:51:00
REV00629,AUC01094,USER01824,USER02813,5,Highly recommended seller.,2023-04-18 21:37:00
REV00630,AUC01095,USER01811,USER02721,4,"Great experience, smooth transaction!",2024-01-01 21:42:00
REV00631,AUC01096,USER02653,USER00247,3,"Item was okay, delivery was a bit late.",2025-10-30 19:12:00
REV00632,AUC01097,USER02071,USER01643,5,Fast delivery and excellent communication.,2024-12-06 22:37:00
REV00633,AUC01098,USER02969,USER02823,3,Product was fine but packaging could improve.,2026-01-01 20:03:00
REV00634,AUC01099,USER02197,USER01931,4,Fast delivery and excellent communication.,2023-07-18 18:10:00
REV00635,AUC01100,USER02625,USER00843,3,"Average experience, nothing special.",2022-07-29 18:33:00
REV00636,AUC01101,USER01750,USER00485,1,Not satisfied with the purchase.,2024-01-25 09:07:00
REV00637,AUC01102,USER00016,USER02213,5,Very professional and reliable.,2022-04-06 19:07:00
REV00638,AUC01103,USER02724,USER02431,3,"Item was okay, delivery was a bit late.",2024-08-29 19:51:00
REV00639,AUC01105,USER01297,USER00915,3,"Item was okay, delivery was a bit late.",2024-03-31 07:44:00
REV00640,AUC01107,USER02035,USER02415,4,Highly recommended seller.,2022-12-30 02:33:00
REV00641,AUC01109,USER02429,USER00105,2,Not satisfied with the purchase.,2025-09-23 16:04:00
REV00642,AUC01110,USER02354,USER00389,2,Not satisfied with the purchase.,2025-08-02 22:16:00
REV00643,AUC01113,USER02595,USER01412,4,Very professional and reliable.,2022-01-30 14:38:00
REV00644,AUC01116,USER02567,USER02498,5,Fast delivery and excellent communication.,2024-12-30 03:29:00
REV00645,AUC01118,USER02366,USER02267,4,"Item exactly as described, very happy.",2022-07-11 18:37:00
REV00646,AUC01123,USER00274,USER02513,5,"Item exactly as described, very happy.",2024-11-18 07:37:00
REV00647,AUC01124,USER02257,USER01092,1,"Item not as described, disappointed.",2025-06-23 20:04:00
REV00648,AUC01126,USER01929,USER00795,2,Not satisfied with the purchase.,2024-01-11 13:22:00
REV00649,AUC01127,USER01584,USER00488,5,"Item exactly as described, very happy.",2022-07-31 21:40:00
REV00650,AUC01128,USER01661,USER02205,5,"Great experience, smooth transaction!",2022-06-02 17:43:00
REV00651,AUC01129,USER02002,USER02152,4,"Item exactly as described, very happy.",2024-05-13 21:02:00
REV00652,AUC01133,USER02935,USER01505,3,Product was fine but packaging could improve.,2022-11-28 21:18:00
REV00653,AUC01135,USER01416,USER02308,5,"Item exactly as described, very happy.",2023-01-12 15:53:00
REV00654,AUC01137,USER02982,USER01037,4,Highly recommended seller.,2022-03-14 18:14:00
REV00655,AUC01138,USER01558,USER02281,5,Fast delivery and excellent communication.,2025-02-05 07:03:00
REV00656,AUC01140,USER00895,USER02297,5,"Great experience, smooth transaction!",2025-07-29 13:33:00
REV00657,AUC01141,USER00228,USER02148,5,"Great experience, smooth transaction!",2023-10-08 16:52:00
REV00658,AUC01143,USER02654,USER00552,5,Very professional and reliable.,2024-10-18 05:14:00
REV00659,AUC01145,USER01271,USER01413,4,"Great experience, smooth transaction!",2024-03-15 04:22:00
REV00660,AUC01149,USER01219,USER00050,4,Fast delivery and excellent communication.,2024-06-18 16:09:00
REV00661,AUC01152,USER00213,USER01256,2,Poor communication from seller.,2024-01-29 17:26:00
REV00662,AUC01153,USER00217,USER01808,3,"Average experience, nothing special.",2025-11-15 02:27:00
REV00663,AUC01154,USER02597,USER01148,5,"Great experience, smooth transaction!",2023-01-26 20:10:00
REV00664,AUC01155,USER00759,USER01055,4,Fast delivery and excellent communication.,2025-02-20 05:17:00
REV00665,AUC01157,USER01717,USER00126,5,Very professional and reliable.,2024-12-15 05:45:00
REV00666,AUC01158,USER02709,USER00182,5,"Great experience, smooth transaction!",2022-11-16 22:02:00
REV00667,AUC01160,USER02403,USER01146,2,Not satisfied with the purchase.,2022-10-07 21:25:00
REV00668,AUC01164,USER02685,USER00560,5,"Item exactly as described, very happy.",2022-08-14 18:01:00
REV00669,AUC01166,USER00943,USER01032,5,Very professional and reliable.,2023-04-12 03:25:00
REV00670,AUC01167,USER00317,USER01852,5,"Item exactly as described, very happy.",2025-09-24 19:15:00
REV00671,AUC01168,USER02853,USER01282,4,Very professional and reliable.,2025-09-21 03:36:00
REV00672,AUC01169,USER00640,USER02045,4,Fast delivery and excellent communication.,2025-08-08 06:34:00
REV00673,AUC01170,USER02923,USER00456,4,Fast delivery and excellent communication.,2023-07-26 09:01:00
REV00674,AUC01174,USER00195,USER01596,5,"Great experience, smooth transaction!",2024-07-26 23:36:00
REV00675,AUC01175,USER00009,USER00154,1,Not satisfied with the purchase.,2025-02-28 08:46:00
REV00676,AUC01179,USER01440,USER00856,3,Product was fine but packaging could improve.,2022-02-23 18:11:00
REV00677,AUC01180,USER02072,USER00052,4,Very professional and reliable.,2023-06-11 11:15:00
REV00678,AUC01182,USER02391,USER02154,5,"Item exactly as described, very happy.",2023-10-31 22:02:00
REV00679,AUC01183,USER00283,USER01907,4,Very professional and reliable.,2025-07-22 01:35:00
REV00680,AUC01184,USER01490,USER00892,1,Delivery was very late.,2023-04-25 09:08:00
REV00681,AUC01185,USER00106,USER00051,5,Fast delivery and excellent communication.,2024-07-10 12:50:00
REV00682,AUC01186,USER02313,USER00411,2,"Item not as described, disappointed.",2022-06-17 22:09:00
REV00683,AUC01189,USER02789,USER02367,3,"Average experience, nothing special.",2024-02-27 10:57:00
REV00684,AUC01190,USER01990,USER00386,5,"Item exactly as described, very happy.",2024-06-17 23:34:00
REV00685,AUC01191,USER02822,USER02257,4,Very professional and reliable.,2023-12-14 14:00:00
REV00686,AUC01193,USER02989,USER00441,5,Highly recommended seller.,2024-02-08 20:05:00
REV00687,AUC01194,USER01816,USER00009,4,Very professional and reliable.,2024-06-13 19:41:00
REV00688,AUC01200,USER00308,USER01271,4,"Item exactly as described, very happy.",2024-10-06 06:33:00
REV00689,AUC01202,USER00602,USER01899,4,Fast delivery and excellent communication.,2024-06-16 16:10:00
REV00690,AUC01203,USER01996,USER00609,5,"Great experience, smooth transaction!",2022-11-08 10:42:00
REV00691,AUC01204,USER00758,USER00409,4,Highly recommended seller.,2025-01-02 17:45:00
REV00692,AUC01205,USER01762,USER00166,5,Fast delivery and excellent communication.,2022-07-29 09:00:00
REV00693,AUC01212,USER00638,USER00442,5,"Item exactly as described, very happy.",2023-08-28 12:32:00
REV00694,AUC01213,USER00596,USER01807,4,"Great experience, smooth transaction!",2024-03-24 08:19:00
REV00695,AUC01215,USER01065,USER01362,5,Very professional and reliable.,2025-06-30 06:21:00
REV00696,AUC01216,USER00056,USER01883,3,"Average experience, nothing special.",2024-06-29 05:05:00
REV00697,AUC01217,USER02954,USER02143,4,Very professional and reliable.,2024-03-28 16:22:00
REV00698,AUC01218,USER00627,USER01682,4,Very professional and reliable.,2023-11-29 02:58:00
REV00699,AUC01219,USER00999,USER00765,5,Very professional and reliable.,2023-01-29 11:27:00
REV00700,AUC01223,USER00123,USER01301,4,"Great experience, smooth transaction!",2025-11-03 19:30:00
REV00701,AUC01224,USER01905,USER00818,3,"Item was okay, delivery was a bit late.",2023-10-13 23:23:00
REV00702,AUC01225,USER00280,USER02398,4,Fast delivery and excellent communication.,2023-03-21 18:12:00
REV00703,AUC01229,USER01482,USER01527,4,"Great experience, smooth transaction!",2023-10-01 19:51:00
REV00704,AUC01230,USER00086,USER01647,3,Product was fine but packaging could improve.,2025-11-07 14:30:00
REV00705,AUC01231,USER00515,USER01851,5,Very professional and reliable.,2022-10-07 16:28:00
REV00706,AUC01232,USER02963,USER00149,3,"Item was okay, delivery was a bit late.",2024-09-22 17:52:00
REV00707,AUC01234,USER01108,USER00763,5,"Great experience, smooth transaction!",2023-03-31 04:00:00
REV00708,AUC01235,USER01455,USER00560,2,Poor communication from seller.,2024-07-28 13:00:00
REV00709,AUC01239,USER02951,USER01509,4,Highly recommended seller.,2023-12-03 08:08:00
REV00710,AUC01242,USER01899,USER01257,3,Product was fine but packaging could improve.,2025-09-15 20:39:00
REV00711,AUC01243,USER01875,USER02128,5,"Great experience, smooth transaction!",2024-04-29 18:39:00
REV00712,AUC01245,USER01981,USER00822,3,"Average experience, nothing special.",2023-06-28 17:37:00
REV00713,AUC01246,USER01660,USER00009,5,"Great experience, smooth transaction!",2023-01-04 00:00:00
REV00714,AUC01247,USER01350,USER00597,2,Not satisfied with the purchase.,2025-05-05 07:33:00
REV00715,AUC01248,USER00504,USER02179,2,Poor communication from seller.,2024-06-23 23:38:00
REV00716,AUC01249,USER00423,USER01663,5,Very professional and reliable.,2022-09-17 14:17:00
REV00717,AUC01251,USER01717,USER02654,5,Highly recommended seller.,2023-10-05 01:44:00
REV00718,AUC01252,USER02173,USER00710,5,"Great experience, smooth transaction!",2022-09-16 21:37:00
REV00719,AUC01254,USER00866,USER00915,3,Product was fine but packaging could improve.,2025-11-22 03:40:00
REV00720,AUC01255,USER02242,USER01656,3,Product was fine but packaging could improve.,2024-12-04 07:28:00
REV00721,AUC01257,USER00024,USER01523,3,Product was fine but packaging could improve.,2022-03-22 00:46:00
REV00722,AUC01258,USER02179,USER02382,4,Very professional and reliable.,2025-03-14 15:11:00
REV00723,AUC01260,USER00249,USER00766,5,"Item exactly as described, very happy.",2025-05-23 07:18:00
REV00724,AUC01261,USER02125,USER02559,4,Fast delivery and excellent communication.,2025-01-18 23:44:00
REV00725,AUC01263,USER01978,USER00887,5,Highly recommended seller.,2025-03-02 07:31:00
REV00726,AUC01265,USER01941,USER00261,5,"Item exactly as described, very happy.",2023-11-23 23:56:00
REV00727,AUC01268,USER02273,USER01129,5,"Item exactly as described, very happy.",2022-08-10 07:02:00
REV00728,AUC01270,USER02080,USER00856,5,"Item exactly as described, very happy.",2024-06-25 19:50:00
REV00729,AUC01271,USER02085,USER01007,3,Product was fine but packaging could improve.,2024-12-29 02:43:00
REV00730,AUC01273,USER00217,USER02383,4,"Item exactly as described, very happy.",2025-12-05 19:11:00
REV00731,AUC01276,USER01272,USER01163,4,Fast delivery and excellent communication.,2024-08-22 08:51:00
REV00732,AUC01278,USER00596,USER00763,4,"Great experience, smooth transaction!",2025-05-20 00:40:00
REV00733,AUC01279,USER02326,USER02503,4,"Item exactly as described, very happy.",2025-04-09 23:40:00
REV00734,AUC01280,USER00683,USER01896,4,Highly recommended seller.,2022-05-12 23:24:00
REV00735,AUC01282,USER00606,USER01876,5,"Item exactly as described, very happy.",2025-12-24 19:54:00
REV00736,AUC01283,USER01359,USER00971,3,"Average experience, nothing special.",2023-08-08 10:16:00
REV00737,AUC01285,USER01611,USER02674,1,Delivery was very late.,2024-05-14 18:50:00
REV00738,AUC01286,USER02034,USER02327,4,Fast delivery and excellent communication.,2024-11-17 01:56:00
REV00739,AUC01288,USER00279,USER00358,5,"Item exactly as described, very happy.",2025-02-11 18:04:00
REV00740,AUC01289,USER02981,USER01977,3,Product was fine but packaging could improve.,2022-06-06 16:41:00
REV00741,AUC01290,USER00180,USER01159,3,"Item was okay, delivery was a bit late.",2023-12-06 23:28:00
REV00742,AUC01291,USER02815,USER02206,1,Not satisfied with the purchase.,2023-05-04 13:40:00
REV00743,AUC01292,USER01215,USER00861,5,"Great experience, smooth transaction!",2022-08-23 05:26:00
REV00744,AUC01293,USER00587,USER00504,3,"Average experience, nothing special.",2023-11-04 14:52:00
REV00745,AUC01294,USER00156,USER02002,4,Highly recommended seller.,2025-08-01 07:11:00
REV00746,AUC01296,USER01820,USER01620,3,"Item was okay, delivery was a bit late.",2024-01-18 04:05:00
REV00747,AUC01297,USER01703,USER02731,4,"Item exactly as described, very happy.",2025-03-30 17:13:00
REV00748,AUC01299,USER01392,USER01723,3,"Average experience, nothing special.",2025-11-09 17:56:00
REV00749,AUC01300,USER02167,USER02205,4,Fast delivery and excellent communication.,2022-05-16 23:55:00
REV00750,AUC01303,USER00811,USER01645,5,"Item exactly as described, very happy.",2022-06-03 21:26:00
REV00751,AUC01307,USER02670,USER01185,5,Highly recommended seller.,2023-10-04 04:27:00
REV00752,AUC01308,USER00435,USER01772,4,Highly recommended seller.,2022-06-11 20:57:00
REV00753,AUC01309,USER00578,USER00169,1,"Item not as described, disappointed.",2022-06-10 00:09:00
REV00754,AUC01310,USER02156,USER02269,5,"Great experience, smooth transaction!",2022-07-30 19:11:00
REV00755,AUC01311,USER01094,USER00417,5,"Great experience, smooth transaction!",2022-08-10 15:18:00
REV00756,AUC01313,USER00486,USER01244,5,Highly recommended seller.,2025-06-14 20:53:00
REV00757,AUC01317,USER00951,USER00288,2,Delivery was very late.,2026-01-08 23:42:00
REV00758,AUC01318,USER01019,USER02572,5,Highly recommended seller.,2023-01-04 01:40:00
REV00759,AUC01319,USER00656,USER02507,4,"Great experience, smooth transaction!",2024-06-23 23:30:00
REV00760,AUC01320,USER01875,USER02106,5,Fast delivery and excellent communication.,2025-08-13 16:01:00
REV00761,AUC01321,USER02747,USER01709,5,Very professional and reliable.,2023-04-29 03:07:00
REV00762,AUC01325,USER01325,USER02106,4,Fast delivery and excellent communication.,2022-06-21 05:52:00
REV00763,AUC01326,USER00503,USER00737,4,"Great experience, smooth transaction!",2022-12-14 01:41:00
REV00764,AUC01327,USER02206,USER00153,3,"Item was okay, delivery was a bit late.",2024-03-09 07:02:00
REV00765,AUC01328,USER00526,USER01765,5,"Great experience, smooth transaction!",2025-03-08 08:27:00
REV00766,AUC01329,USER02924,USER02379,4,"Great experience, smooth transaction!",2022-05-02 01:12:00
REV00767,AUC01330,USER01490,USER00936,5,Fast delivery and excellent communication.,2025-07-12 03:14:00
REV00768,AUC01331,USER01990,USER00052,4,Highly recommended seller.,2024-03-02 17:42:00
REV00769,AUC01333,USER01415,USER01707,5,Fast delivery and excellent communication.,2025-09-17 00:42:00
REV00770,AUC01334,USER02786,USER00180,5,"Great experience, smooth transaction!",2022-03-22 02:16:00
REV00771,AUC01336,USER02572,USER01285,2,Poor communication from seller.,2023-09-04 18:32:00
REV00772,AUC01337,USER01269,USER00842,4,Very professional and reliable.,2024-05-12 12:10:00
REV00773,AUC01338,USER02224,USER02109,4,Highly recommended seller.,2025-11-24 04:46:00
REV00774,AUC01339,USER02093,USER00891,4,Highly recommended seller.,2022-07-09 14:52:00
REV00775,AUC01341,USER02615,USER00822,5,Very professional and reliable.,2023-05-31 09:17:00
REV00776,AUC01342,USER01381,USER02978,4,Highly recommended seller.,2023-12-17 21:04:00
REV00777,AUC01343,USER01160,USER01867,4,Highly recommended seller.,2022-12-11 09:24:00
REV00778,AUC01344,USER00798,USER01992,5,Fast delivery and excellent communication.,2023-07-19 20:05:00
REV00779,AUC01345,USER02051,USER01957,5,"Great experience, smooth transaction!",2024-11-24 15:56:00
REV00780,AUC01347,USER02700,USER00756,2,Poor communication from seller.,2022-01-16 07:47:00
REV00781,AUC01349,USER00315,USER01573,2,Not satisfied with the purchase.,2024-09-19 15:36:00
REV00782,AUC01351,USER01156,USER02307,4,Fast delivery and excellent communication.,2024-04-25 10:16:00
REV00783,AUC01353,USER00446,USER01277,1,Not satisfied with the purchase.,2024-03-18 01:49:00
REV00784,AUC01354,USER02873,USER00620,5,"Item exactly as described, very happy.",2023-12-11 15:39:00
REV00785,AUC01355,USER01635,USER01339,3,"Average experience, nothing special.",2022-04-12 19:30:00
REV00786,AUC01356,USER00678,USER02138,4,"Great experience, smooth transaction!",2024-03-06 12:39:00
REV00787,AUC01357,USER01710,USER00230,4,Fast delivery and excellent communication.,2024-03-10 01:46:00
REV00788,AUC01361,USER00081,USER02399,1,Delivery was very late.,2025-08-31 06:40:00
REV00789,AUC01362,USER01896,USER01909,4,Fast delivery and excellent communication.,2023-06-01 12:23:00
REV00790,AUC01364,USER00484,USER00247,4,Fast delivery and excellent communication.,2023-10-11 03:00:00
REV00791,AUC01367,USER02362,USER01842,3,"Average experience, nothing special.",2025-07-07 01:21:00
REV00792,AUC01368,USER00754,USER00523,5,Fast delivery and excellent communication.,2025-05-06 06:58:00
REV00793,AUC01369,USER01110,USER02896,4,"Great experience, smooth transaction!",2022-12-11 20:11:00
REV00794,AUC01370,USER00009,USER00166,5,Highly recommended seller.,2023-03-06 00:40:00
REV00795,AUC01374,USER00968,USER00105,4,Very professional and reliable.,2023-09-23 10:30:00
REV00796,AUC01375,USER02963,USER01068,3,"Item was okay, delivery was a bit late.",2022-06-08 13:51:00
REV00797,AUC01377,USER02721,USER02051,5,Highly recommended seller.,2025-09-16 20:38:00
REV00798,AUC01379,USER00919,USER01927,5,Fast delivery and excellent communication.,2023-10-25 08:00:00
REV00799,AUC01380,USER02958,USER02638,5,"Great experience, smooth transaction!",2022-05-05 03:31:00
REV00800,AUC01386,USER02818,USER01108,4,Highly recommended seller.,2025-02-11 01:43:00
REV00801,AUC01387,USER02964,USER01327,5,"Item exactly as described, very happy.",2024-07-16 05:26:00
REV00802,AUC01388,USER00935,USER01284,4,Highly recommended seller.,2025-11-13 02:38:00
REV00803,AUC01389,USER02376,USER00839,4,"Great experience, smooth transaction!",2025-07-01 20:13:00
REV00804,AUC01392,USER01498,USER02638,2,Delivery was very late.,2024-12-02 04:17:00
REV00805,AUC01394,USER00737,USER02498,3,Product was fine but packaging could improve.,2025-01-05 09:41:00
REV00806,AUC01395,USER01901,USER01748,4,Very professional and reliable.,2023-06-14 20:45:00
REV00807,AUC01397,USER00507,USER02995,3,"Average experience, nothing special.",2025-08-22 20:46:00
REV00808,AUC01400,USER00387,USER02262,4,Highly recommended seller.,2024-06-27 07:08:00
REV00809,AUC01402,USER02350,USER02673,2,Not satisfied with the purchase.,2023-07-28 18:50:00
REV00810,AUC01404,USER00487,USER00289,5,Very professional and reliable.,2022-12-20 05:00:00
REV00811,AUC01405,USER00338,USER01655,5,"Item exactly as described, very happy.",2023-03-07 01:01:00
REV00812,AUC01406,USER01514,USER00514,5,Highly recommended seller.,2024-05-08 04:54:00
REV00813,AUC01407,USER01018,USER01619,3,"Average experience, nothing special.",2024-08-24 16:31:00
REV00814,AUC01409,USER00410,USER01684,3,Product was fine but packaging could improve.,2023-05-12 21:46:00
REV00815,AUC01411,USER02962,USER01620,2,Delivery was very late.,2022-03-23 19:23:00
REV00816,AUC01413,USER00806,USER02128,5,"Item exactly as described, very happy.",2024-03-15 12:40:00
REV00817,AUC01415,USER01239,USER01745,1,Not satisfied with the purchase.,2022-08-04 21:32:00
REV00818,AUC01419,USER02244,USER00609,4,Highly recommended seller.,2025-11-02 21:44:00
REV00819,AUC01420,USER01243,USER01643,2,Not satisfied with the purchase.,2025-08-12 10:30:00
REV00820,AUC01421,USER00793,USER00209,4,"Item exactly as described, very happy.",2025-06-12 01:26:00
REV00821,AUC01423,USER00761,USER02937,4,Fast delivery and excellent communication.,2024-11-25 15:18:00
REV00822,AUC01424,USER01009,USER02968,5,"Great experience, smooth transaction!",2022-02-24 17:23:00
REV00823,AUC01425,USER01904,USER00248,1,Delivery was very late.,2023-11-26 16:51:00
REV00824,AUC01426,USER01873,USER01979,4,Highly recommended seller.,2025-05-25 14:15:00
REV00825,AUC01427,USER00657,USER00806,5,Highly recommended seller.,2024-06-15 02:19:00
REV00826,AUC01429,USER01709,USER00259,4,Very professional and reliable.,2022-05-06 19:18:00
REV00827,AUC01431,USER00740,USER00796,4,Fast delivery and excellent communication.,2023-05-19 17:42:00
REV00828,AUC01432,USER02379,USER02187,1,Delivery was very late.,2023-09-01 05:06:00
REV00829,AUC01433,USER01174,USER00363,5,Highly recommended seller.,2024-09-23 03:14:00
REV00830,AUC01434,USER00514,USER01538,5,Highly recommended seller.,2023-06-08 00:04:00
REV00831,AUC01435,USER01191,USER00043,2,Not satisfied with the purchase.,2024-05-24 19:04:00
REV00832,AUC01440,USER00625,USER00137,2,"Item not as described, disappointed.",2025-11-20 10:09:00
REV00833,AUC01441,USER02132,USER00916,4,"Great experience, smooth transaction!",2023-09-05 16:21:00
REV00834,AUC01442,USER01149,USER01655,4,Fast delivery and excellent communication.,2025-08-02 05:04:00
REV00835,AUC01443,USER02178,USER00692,5,Fast delivery and excellent communication.,2022-02-28 20:54:00
REV00836,AUC01444,USER02565,USER01446,5,Highly recommended seller.,2024-08-05 13:35:00
REV00837,AUC01445,USER02228,USER01284,3,"Item was okay, delivery was a bit late.",2022-06-03 07:38:00
REV00838,AUC01446,USER00094,USER01927,3,"Item was okay, delivery was a bit late.",2022-01-13 13:47:00
REV00839,AUC01447,USER01055,USER02087,5,"Item exactly as described, very happy.",2024-04-30 13:31:00
REV00840,AUC01450,USER02275,USER01171,2,Delivery was very late.,2022-02-07 11:53:00
REV00841,AUC01451,USER00754,USER00970,5,"Great experience, smooth transaction!",2023-07-09 00:08:00
REV00842,AUC01452,USER02831,USER01450,5,"Great experience, smooth transaction!",2023-01-18 09:34:00
REV00843,AUC01453,USER00095,USER01446,4,Very professional and reliable.,2026-01-04 09:43:00
REV00844,AUC01456,USER02667,USER02458,3,Product was fine but packaging could improve.,2023-08-02 23:31:00
REV00845,AUC01457,USER00189,USER01115,5,"Item exactly as described, very happy.",2023-07-11 20:11:00
REV00846,AUC01458,USER02095,USER02753,5,"Great experience, smooth transaction!",2024-07-11 22:01:00
REV00847,AUC01463,USER01829,USER02005,2,Poor communication from seller.,2024-01-06 21:42:00
REV00848,AUC01464,USER00341,USER01972,5,Highly recommended seller.,2024-11-23 16:08:00
REV00849,AUC01466,USER02094,USER00166,4,"Item exactly as described, very happy.",2023-09-20 05:54:00
REV00850,AUC01467,USER00870,USER02026,5,"Item exactly as described, very happy.",2023-03-09 00:10:00
REV00851,AUC01468,USER00369,USER00840,5,Fast delivery and excellent communication.,2023-03-10 19:58:00
REV00852,AUC01472,USER00630,USER01007,4,"Item exactly as described, very happy.",2023-04-01 05:24:00
REV00853,AUC01473,USER02953,USER01259,3,"Item was okay, delivery was a bit late.",2022-12-16 18:38:00
REV00854,AUC01475,USER02606,USER01162,1,Delivery was very late.,2025-04-06 10:42:00
REV00855,AUC01476,USER02168,USER02084,5,Highly recommended seller.,2024-09-02 16:23:00
REV00856,AUC01477,USER02246,USER01684,5,Highly recommended seller.,2022-04-04 05:24:00
REV00857,AUC01478,USER02458,USER00463,2,Not satisfied with the purchase.,2022-07-03 20:20:00
REV00858,AUC01479,USER01263,USER01558,3,Product was fine but packaging could improve.,2025-02-06 02:31:00
REV00859,AUC01480,USER01685,USER01108,5,"Great experience, smooth transaction!",2024-04-28 08:27:00
REV00860,AUC01481,USER02257,USER00168,4,Highly recommended seller.,2024-11-21 14:06:00
