product_id,product_name,category,sub_category,brand,size,color,price,cost_price,profit_margin,launch_date
PROD02816,Peter England Premium Jeans,Jeans,Casual,Peter England,M,Red,1649,1130,519,2023-12-14
PROD02817,H&M Stylish Shirt,Shirt,Casual,H&M,XXL,Grey,576,365,211,2021-10-04
PROD02818,Adidas Trendy Jacket,Jacket,Casual,Adidas,XXL,Red,2691,1725,966,2022-07-15
PROD02819,Roadster Slim Fit Jeans,Jeans,Casual,Roadster,L,Grey,1508,1093,415,2022-08-08
PROD02820,Peter England Stylish Jeans,Jeans,Casual,Peter England,M,Navy,2668,1733,935,2025-02-25
PROD02821,Peter England Slim Fit T-shirt,T-shirt,Sports,Peter England,XXL,Blue,677,502,175,2022-07-31
PROD02822,Nike Comfort Jacket,Jacket,Casual,Nike,XL,Grey,3003,1889,1114,2023-05-09
PROD02823,H&M Premium Shirt,Shirt,Formal,H&M,M,Navy,2196,1569,627,2019-12-25
PROD02824,Adidas Cotton Jeans,Jeans,Casual,Adidas,L,Navy,1066,860,206,2019-08-14
PROD02825,Puma Trendy Jacket,Jacket,Casual,Puma,S,Red,2135,1360,775,2019-08-20
PROD02826,H&M Regular Fit Jeans,Jeans,Casual,H&M,XL,Red,706,450,256,2020-11-18
PROD02827,Allen Solly Regular Fit Shirt,Shirt,Formal,Allen Solly,M,Blue,1522,1008,514,2020-05-31
PROD02828,Peter England Regular Fit Shirt,Shirt,Casual,Peter England,S,White,2851,1940,911,2019-12-28
PROD02829,Peter England Denim T-shirt,T-shirt,Casual,Peter England,XL,Green,930,655,275,2022-06-09
PROD02830,Levi's Premium Jacket,Jacket,Casual,Levi's,S,Red,1071,749,322,2025-05-02
PROD02831,Puma Premium T-shirt,T-shirt,Sports,Puma,S,Grey,588,433,155,2020-06-11
PROD02832,Roadster Stylish Jacket,Jacket,Winter,Roadster,L,Grey,1878,1228,650,2019-11-23
PROD02833,H&M Regular Fit Jeans,Jeans,Casual,H&M,M,Blue,2674,1938,736,2023-05-30
PROD02834,Roadster Denim Shirt,Shirt,Casual,Roadster,S,Black,2077,1453,624,2021-03-30
PROD02835,Zara Classic Jeans,Jeans,Casual,Zara,L,Navy,2317,1915,402,2019-04-07
PROD02836,US Polo Premium T-shirt,T-shirt,Sports,US Polo,XXL,Red,1608,1183,425,2022-10-23
PROD02837,Zara Classic Jeans,Jeans,Casual,Zara,L,Green,1712,1173,539,2022-02-11
PROD02838,H&M Stylish Shirt,Shirt,Casual,H&M,M,Red,1236,847,389,2022-10-24
PROD02839,H&M Regular Fit Shirt,Shirt,Formal,H&M,XXL,White,1022,793,229,2025-09-19
PROD02840,Levi's Comfort Jeans,Jeans,Casual,Levi's,M,Black,1296,982,314,2020-07-29
PROD02841,Levi's Denim T-shirt,T-shirt,Casual,Levi's,XXL,Navy,593,475,118,2022-06-19
PROD02842,US Polo Slim Fit Jacket,Jacket,Winter,US Polo,XXL,White,2209,1381,828,2025-10-25
PROD02843,Nike Stylish Jacket,Jacket,Winter,Nike,XL,Green,561,404,157,2022-08-20
PROD02844,Levi's Premium Jeans,Jeans,Casual,Levi's,M,Green,2243,1854,389,2022-05-16
PROD02845,Peter England Slim Fit Jacket,Jacket,Winter,Peter England,XXL,Black,2090,1422,668,2022-12-13
PROD02846,Allen Solly Stylish T-shirt,T-shirt,Sports,Allen Solly,S,Grey,2791,1994,797,2022-11-29
PROD02847,Roadster Classic T-shirt,T-shirt,Casual,Roadster,L,Grey,1205,964,241,2021-01-18
PROD02848,Peter England Cotton Jeans,Jeans,Casual,Peter England,XXL,Black,1008,668,340,2020-09-11
PROD02849,Nike Slim Fit Shirt,Shirt,Formal,Nike,M,Green,1212,1010,202,2021-01-07
PROD02850,Allen Solly Premium Shirt,Shirt,Casual,Allen Solly,XXL,White,430,314,116,2019-01-10
PROD02851,US Polo Classic Shirt,Shirt,Casual,US Polo,S,Grey,1907,1479,428,2023-05-21
PROD02852,Levi's Slim Fit Jacket,Jacket,Winter,Levi's,S,Green,2430,1944,486,2025-03-14
PROD02853,Zara Comfort Shirt,Shirt,Casual,Zara,XXL,Green,1007,650,357,2020-09-04
PROD02854,Levi's Trendy Jeans,Jeans,Casual,Levi's,XL,Green,1757,1255,502,2021-12-07
PROD02855,Levi's Classic Jeans,Jeans,Casual,Levi's,M,Grey,492,407,85,2024-10-15
PROD02856,Nike Premium Jacket,Jacket,Winter,Nike,M,Green,1193,765,428,2021-10-09
PROD02857,Puma Regular Fit Jeans,Jeans,Casual,Puma,S,Grey,2351,1656,695,2020-06-12
PROD02858,Puma Slim Fit Jeans,Jeans,Casual,Puma,S,Navy,1238,799,439,2022-06-18
PROD02859,H&M Slim Fit Shirt,Shirt,Formal,H&M,XL,Blue,1108,693,415,2020-10-05
PROD02860,Levi's Slim Fit T-shirt,T-shirt,Sports,Levi's,M,Red,2548,1960,588,2021-01-09
PROD02861,Puma Denim Shirt,Shirt,Formal,Puma,L,Grey,622,394,228,2023-04-02
PROD02862,Roadster Stylish Jacket,Jacket,Casual,Roadster,S,Red,1013,762,251,2024-03-21
PROD02863,Zara Slim Fit Jeans,Jeans,Casual,Zara,M,Red,670,504,166,2022-10-11
PROD02864,Adidas Slim Fit Jacket,Jacket,Casual,Adidas,S,Blue,576,360,216,2020-10-03
PROD02865,US Polo Premium Jeans,Jeans,Casual,US Polo,XXL,Red,2486,1815,671,2022-11-19
PROD02866,Levi's Comfort Jeans,Jeans,Casual,Levi's,XXL,White,2296,1740,556,2023-06-05
PROD02867,Puma Stylish Shirt,Shirt,Casual,Puma,M,Grey,1177,790,387,2021-12-10
PROD02868,H&M Denim Jeans,Jeans,Casual,H&M,XXL,Black,2277,1539,738,2025-07-23
PROD02869,US Polo Comfort Jacket,Jacket,Winter,US Polo,S,Black,899,725,174,2021-12-07
PROD02870,Peter England Cotton Jacket,Jacket,Casual,Peter England,XXL,Green,2681,1957,724,2022-12-13
PROD02871,H&M Slim Fit Jeans,Jeans,Casual,H&M,XL,White,1256,832,424,2019-12-10
PROD02872,Nike Slim Fit Jeans,Jeans,Casual,Nike,L,Grey,711,465,246,2024-02-28
PROD02873,US Polo Denim Jacket,Jacket,Casual,US Polo,S,Black,1780,1424,356,2023-12-26
PROD02874,Puma Classic Shirt,Shirt,Casual,Puma,L,Green,976,683,293,2024-09-15
PROD02875,Zara Regular Fit Jeans,Jeans,Casual,Zara,L,Navy,1392,916,476,2023-04-21
PROD02876,H&M Denim Jacket,Jacket,Winter,H&M,XL,Navy,1438,1115,323,2024-03-01
PROD02877,Adidas Cotton T-shirt,T-shirt,Casual,Adidas,S,Blue,1574,1009,565,2022-03-30
PROD02878,Peter England Comfort Jeans,Jeans,Casual,Peter England,XL,Red,1169,914,255,2024-07-29
PROD02879,Roadster Cotton T-shirt,T-shirt,Casual,Roadster,L,Navy,2632,1867,765,2023-04-30
PROD02880,Adidas Classic Shirt,Shirt,Formal,Adidas,XL,Blue,1009,726,283,2023-07-20
PROD02881,Roadster Regular Fit T-shirt,T-shirt,Casual,Roadster,XXL,Navy,2295,1688,607,2019-03-07
PROD02882,Peter England Classic T-shirt,T-shirt,Casual,Peter England,L,Grey,1259,1016,243,2023-12-12
PROD02883,Roadster Premium Jeans,Jeans,Casual,Roadster,M,White,2871,1967,904,2022-03-16
PROD02884,Nike Trendy Jeans,Jeans,Casual,Nike,S,Red,1468,1147,321,2020-03-31
PROD02885,Roadster Classic T-shirt,T-shirt,Sports,Roadster,XXL,Navy,2082,1407,675,2022-06-05
PROD02886,Roadster Premium Jacket,Jacket,Casual,Roadster,S,White,623,499,124,2022-01-20
PROD02887,Allen Solly Regular Fit T-shirt,T-shirt,Sports,Allen Solly,S,White,2445,1759,686,2020-07-24
PROD02888,US Polo Cotton Shirt,Shirt,Casual,US Polo,M,Grey,972,644,328,2022-02-07
PROD02889,Roadster Slim Fit T-shirt,T-shirt,Sports,Roadster,L,Green,1529,1100,429,2020-03-13
PROD02890,Zara Classic Shirt,Shirt,Casual,Zara,L,Grey,1668,1143,525,2023-11-15
PROD02891,Peter England Cotton T-shirt,T-shirt,Sports,Peter England,XXL,Grey,1926,1243,683,2025-10-13
PROD02892,Adidas Stylish Jacket,Jacket,Casual,Adidas,S,Grey,1034,772,262,2023-11-04
PROD02893,Adidas Premium Shirt,Shirt,Casual,Adidas,S,Grey,2893,1879,1014,2019-11-01
PROD02894,Allen Solly Slim Fit Jacket,Jacket,Casual,Allen Solly,XXL,Red,1202,954,248,2022-10-13
PROD02895,Zara Stylish Jeans,Jeans,Casual,Zara,XXL,Red,2376,1650,726,2025-07-22
PROD02896,Adidas Premium T-shirt,T-shirt,Casual,Adidas,S,Grey,451,325,126,2021-09-09
PROD02897,Puma Regular Fit T-shirt,T-shirt,Sports,Puma,XXL,Grey,774,587,187,2025-01-07
PROD02898,Peter England Comfort Jeans,Jeans,Casual,Peter England,XL,Green,1348,893,455,2023-11-26
PROD02899,Adidas Denim T-shirt,T-shirt,Sports,Adidas,XXL,Grey,476,397,79,2022-09-02
PROD02900,Peter England Denim Jeans,Jeans,Casual,Peter England,M,White,489,352,137,2025-07-29
PROD02901,Peter England Regular Fit Jeans,Jeans,Casual,Peter England,S,Navy,1311,937,374,2020-11-12
PROD02902,US Polo Stylish Jacket,Jacket,Winter,US Polo,S,White,771,617,154,2023-03-17
PROD02903,Peter England Slim Fit T-shirt,T-shirt,Casual,Peter England,S,Green,2154,1584,570,2025-07-25
PROD02904,Nike Slim Fit Jacket,Jacket,Winter,Nike,S,Red,2771,1938,833,2019-01-14
PROD02905,H&M Stylish T-shirt,T-shirt,Casual,H&M,L,Green,539,357,182,2023-12-19
PROD02906,Levi's Denim Shirt,Shirt,Casual,Levi's,XL,Red,2427,1556,871,2022-08-19
PROD02907,US Polo Regular Fit T-shirt,T-shirt,Sports,US Polo,XXL,Blue,1631,1337,294,2021-09-08
PROD02908,Zara Trendy Jacket,Jacket,Casual,Zara,M,White,803,609,194,2024-02-01
PROD02909,Levi's Denim Shirt,Shirt,Formal,Levi's,L,Green,718,575,143,2022-11-27
PROD02910,Nike Cotton Jacket,Jacket,Casual,Nike,M,Red,1664,1132,532,2024-03-15
PROD02911,Nike Stylish Jacket,Jacket,Casual,Nike,S,Grey,2304,1759,545,2021-07-29
PROD02912,Roadster Comfort Jeans,Jeans,Casual,Roadster,M,Black,1697,1095,602,2025-01-21
PROD02913,Peter England Cotton Jacket,Jacket,Casual,Peter England,XXL,Red,959,615,344,2019-09-22
PROD02914,Allen Solly Regular Fit Shirt,Shirt,Formal,Allen Solly,S,Red,2536,1669,867,2022-06-26
PROD02915,Zara Denim Jeans,Jeans,Casual,Zara,XXL,Red,1445,921,524,2019-10-28
PROD02916,Peter England Denim Shirt,Shirt,Formal,Peter England,L,Navy,1057,881,176,2024-01-03
PROD02917,Peter England Classic Jeans,Jeans,Casual,Peter England,M,Black,2471,1626,845,2025-01-08
PROD02918,H&M Stylish Jeans,Jeans,Casual,H&M,L,Black,1670,1064,606,2024-05-11
PROD02919,Nike Classic T-shirt,T-shirt,Casual,Nike,XL,Blue,2921,1849,1072,2021-08-01
PROD02920,Roadster Premium Jeans,Jeans,Casual,Roadster,XL,Blue,1404,1133,271,2020-06-02
PROD02921,Puma Premium Jacket,Jacket,Casual,Puma,XXL,Grey,2263,1652,611,2019-04-16
PROD02922,Zara Comfort Jacket,Jacket,Casual,Zara,L,Blue,509,421,88,2024-01-20
PROD02923,Nike Premium Jeans,Jeans,Casual,Nike,M,Navy,2216,1583,633,2024-08-04
PROD02924,H&M Classic Shirt,Shirt,Casual,H&M,XXL,White,1022,686,336,2024-03-09
PROD02925,US Polo Regular Fit Jacket,Jacket,Casual,US Polo,XL,White,2904,1850,1054,2021-09-05
PROD02926,Zara Premium Jeans,Jeans,Casual,Zara,S,Blue,453,302,151,2025-08-05
PROD02927,Puma Denim T-shirt,T-shirt,Casual,Puma,M,Navy,2799,1761,1038,2024-05-20
PROD02928,Levi's Stylish T-shirt,T-shirt,Sports,Levi's,M,Black,388,301,87,2024-09-18
PROD02929,US Polo Denim Jeans,Jeans,Casual,US Polo,S,Black,2882,1884,998,2020-11-09
PROD02930,Nike Premium Jacket,Jacket,Casual,Nike,XXL,Black,2296,1552,744,2022-01-19
PROD02931,Puma Regular Fit T-shirt,T-shirt,Casual,Puma,XXL,White,540,373,167,2020-01-18
PROD02932,Nike Stylish T-shirt,T-shirt,Sports,Nike,M,Blue,1527,992,535,2021-01-31
PROD02933,Peter England Regular Fit T-shirt,T-shirt,Casual,Peter England,L,White,1184,858,326,2019-11-25
PROD02934,Puma Denim Jeans,Jeans,Casual,Puma,S,Green,3063,1939,1124,2023-08-14
PROD02935,Nike Slim Fit T-shirt,T-shirt,Casual,Nike,XL,Red,770,491,279,2024-07-07
PROD02936,Levi's Comfort Jeans,Jeans,Casual,Levi's,XL,Green,1796,1361,435,2025-05-30
PROD02937,Roadster Premium Jeans,Jeans,Casual,Roadster,XXL,Navy,1604,1009,595,2021-12-01
PROD02938,Puma Stylish T-shirt,T-shirt,Casual,Puma,S,White,2105,1671,434,2020-07-21
PROD02939,Peter England Slim Fit T-shirt,T-shirt,Casual,Peter England,XL,Navy,1946,1570,376,2019-05-02
PROD02940,Zara Slim Fit T-shirt,T-shirt,Casual,Zara,S,Grey,684,456,228,2020-09-15
PROD02941,Allen Solly Regular Fit T-shirt,T-shirt,Casual,Allen Solly,M,Blue,416,306,110,2025-07-30
PROD02942,US Polo Trendy Shirt,Shirt,Casual,US Polo,L,Blue,2217,1386,831,2023-03-18
PROD02943,Adidas Slim Fit Jeans,Jeans,Casual,Adidas,L,White,1047,659,388,2021-04-07
PROD02944,H&M Denim Shirt,Shirt,Formal,H&M,S,Navy,771,580,191,2021-02-05
PROD02945,Roadster Comfort Jeans,Jeans,Casual,Roadster,L,White,2453,1873,580,2023-09-04
PROD02946,Levi's Cotton Shirt,Shirt,Casual,Levi's,L,Navy,878,686,192,2019-01-16
PROD02947,Levi's Stylish T-shirt,T-shirt,Sports,Levi's,M,White,1950,1599,351,2020-09-23
PROD02948,Adidas Regular Fit Shirt,Shirt,Formal,Adidas,XXL,White,1316,855,461,2022-08-09
PROD02949,Allen Solly Comfort Shirt,Shirt,Casual,Allen Solly,XXL,White,1012,653,359,2021-09-17
PROD02950,H&M Slim Fit T-shirt,T-shirt,Casual,H&M,S,Black,1865,1446,419,2020-02-27
PROD02951,Puma Premium Jeans,Jeans,Casual,Puma,XXL,Red,538,374,164,2025-11-10
PROD02952,Adidas Slim Fit Jacket,Jacket,Casual,Adidas,M,Navy,961,682,279,2020-08-30
PROD02953,H&M Slim Fit T-shirt,T-shirt,Sports,H&M,L,Grey,2770,1911,859,2020-09-07
PROD02954,Roadster Cotton Jeans,Jeans,Casual,Roadster,XXL,Green,752,602,150,2019-04-06
PROD02955,Peter England Cotton Jeans,Jeans,Casual,Peter England,XXL,Black,738,591,147,2024-07-29
PROD02956,H&M Regular Fit Shirt,Shirt,Formal,H&M,L,Grey,2982,1912,1070,2023-10-21
PROD02957,Adidas Cotton Jeans,Jeans,Casual,Adidas,L,Red,1917,1350,567,2024-08-02
PROD02958,Nike Slim Fit T-shirt,T-shirt,Sports,Nike,XXL,Green,2144,1521,623,2020-03-04
PROD02959,Levi's Slim Fit Jeans,Jeans,Casual,Levi's,L,Blue,1877,1401,476,2019-04-17
PROD02960,Nike Stylish Jacket,Jacket,Winter,Nike,XXL,Navy,872,602,270,2020-02-05
PROD02961,Allen Solly Classic Jeans,Jeans,Casual,Allen Solly,M,Black,885,732,153,2019-06-26
PROD02962,Peter England Regular Fit Jeans,Jeans,Casual,Peter England,XL,Black,1793,1157,636,2021-02-07
PROD02963,Zara Trendy T-shirt,T-shirt,Casual,Zara,XXL,Green,1120,911,209,2019-04-14
PROD02964,Adidas Slim Fit Jeans,Jeans,Casual,Adidas,XXL,Navy,1524,1030,494,2020-02-07
PROD02965,Levi's Stylish Jeans,Jeans,Casual,Levi's,L,Black,1648,1249,399,2019-03-28
PROD02966,Adidas Denim T-shirt,T-shirt,Casual,Adidas,XL,Black,1693,1201,492,2021-08-04
PROD02967,Peter England Premium Shirt,Shirt,Formal,Peter England,XXL,Navy,596,403,193,2019-05-18
PROD02968,Levi's Denim Shirt,Shirt,Casual,Levi's,L,Navy,599,416,183,2023-04-14
PROD02969,Nike Premium T-shirt,T-shirt,Sports,Nike,S,Red,2111,1624,487,2022-11-13
PROD02970,H&M Classic Jacket,Jacket,Winter,H&M,XL,Grey,507,325,182,2019-07-18
PROD02971,Nike Classic Jacket,Jacket,Winter,Nike,L,Blue,2147,1471,676,2021-02-02
PROD02972,US Polo Regular Fit Jacket,Jacket,Casual,US Polo,XL,White,2189,1564,625,2021-08-06
PROD02973,Adidas Classic T-shirt,T-shirt,Sports,Adidas,XXL,Black,616,450,166,2020-08-26
PROD02974,Allen Solly Regular Fit Jeans,Jeans,Casual,Allen Solly,XL,Red,1785,1167,618,2021-04-11
PROD02975,Roadster Slim Fit Shirt,Shirt,Casual,Roadster,M,White,1606,1339,267,2022-10-15
PROD02976,Peter England Trendy Shirt,Shirt,Formal,Peter England,S,Red,1117,880,237,2025-09-15
PROD02977,Allen Solly Premium Jeans,Jeans,Casual,Allen Solly,S,Grey,1079,771,308,2022-09-12
PROD02978,US Polo Premium Shirt,Shirt,Casual,US Polo,XL,Green,1435,1158,277,2024-10-25
PROD02979,H&M Classic Jeans,Jeans,Casual,H&M,M,Black,1346,1086,260,2019-01-05
PROD02980,Roadster Slim Fit Jacket,Jacket,Casual,Roadster,M,Red,2767,1809,958,2023-07-13
PROD02981,Allen Solly Cotton Jacket,Jacket,Casual,Allen Solly,M,Grey,1752,1116,636,2023-09-26
PROD02982,Nike Trendy Shirt,Shirt,Formal,Nike,S,Red,1828,1499,329,2021-08-31
PROD02983,Levi's Cotton Shirt,Shirt,Formal,Levi's,XXL,Black,578,445,133,2020-07-05
PROD02984,H&M Regular Fit Shirt,Shirt,Formal,H&M,XL,Red,723,517,206,2020-05-11
PROD02985,Adidas Slim Fit T-shirt,T-shirt,Casual,Adidas,XL,White,2429,1711,718,2021-10-20
PROD02986,Allen Solly Cotton Jacket,Jacket,Casual,Allen Solly,L,Navy,974,722,252,2025-12-29
PROD02987,Roadster Cotton Jeans,Jeans,Casual,Roadster,XL,Blue,2236,1848,388,2022-01-03
PROD02988,Puma Stylish Jeans,Jeans,Casual,Puma,XL,Grey,743,483,260,2024-08-17
PROD02989,Nike Denim Jeans,Jeans,Casual,Nike,M,Black,878,556,322,2020-06-18
PROD02990,Allen Solly Trendy Shirt,Shirt,Formal,Allen Solly,XL,Grey,2375,1494,881,2024-06-26
PROD02991,Peter England Classic T-shirt,T-shirt,Casual,Peter England,XXL,Grey,2639,1885,754,2021-06-13
PROD02992,H&M Stylish Jeans,Jeans,Casual,H&M,S,Grey,1883,1336,547,2019-04-02
PROD02993,Zara Classic Jeans,Jeans,Casual,Zara,L,White,1990,1260,730,2019-03-04
PROD02994,Roadster Premium Shirt,Shirt,Formal,Roadster,M,Red,1361,1039,322,2020-09-16
PROD02995,Peter England Regular Fit Jacket,Jacket,Casual,Peter England,S,Black,1935,1466,469,2023-04-03
PROD02996,Nike Slim Fit T-shirt,T-shirt,Casual,Nike,XL,Black,1686,1188,498,2019-01-05
PROD02997,Levi's Regular Fit Jacket,Jacket,Casual,Levi's,S,Red,1296,810,486,2022-11-12
PROD02998,Roadster Premium Shirt,Shirt,Casual,Roadster,XXL,Black,1311,1049,262,2019-02-08
PROD02999,Puma Cotton Shirt,Shirt,Formal,Puma,L,Navy,1003,836,167,2019-11-12
PROD03000,Zara Comfort Shirt,Shirt,Formal,Zara,XXL,Black,2153,1445,708,2023-03-14
PROD03001,Allen Solly Cotton T-shirt,T-shirt,Casual,Allen Solly,XXL,Black,2257,1850,407,2025-03-16
PROD03002,H&M Trendy T-shirt,T-shirt,Sports,H&M,XXL,Black,1794,1380,414,2021-12-30
PROD03003,Adidas Classic Shirt,Shirt,Formal,Adidas,XL,Navy,1899,1310,589,2020-01-30
PROD03004,H&M Regular Fit T-shirt,T-shirt,Casual,H&M,M,Red,711,523,188,2023-07-03
PROD03005,Roadster Trendy Jeans,Jeans,Casual,Roadster,XL,Black,766,594,172,2023-03-17
PROD03006,Adidas Comfort Shirt,Shirt,Formal,Adidas,XXL,Green,1155,889,266,2020-10-31
PROD03007,Levi's Denim Jeans,Jeans,Casual,Levi's,XL,Red,1922,1299,623,2020-12-11
PROD03008,US Polo Cotton Jeans,Jeans,Casual,US Polo,XL,Blue,1318,909,409,2025-04-19
PROD03009,Zara Premium T-shirt,T-shirt,Sports,Zara,L,Red,1291,891,400,2021-03-01
PROD03010,US Polo Trendy Shirt,Shirt,Formal,US Polo,L,Red,407,311,96,2020-01-02
PROD03011,Zara Slim Fit Jeans,Jeans,Casual,Zara,XXL,Navy,504,332,172,2019-01-27
PROD03012,Allen Solly Cotton Jeans,Jeans,Casual,Allen Solly,XL,Black,1229,911,318,2025-01-08
PROD03013,Allen Solly Cotton Jeans,Jeans,Casual,Allen Solly,XL,Navy,2830,1850,980,2020-11-16
PROD03014,Puma Cotton Jacket,Jacket,Winter,Puma,XXL,Navy,1094,693,401,2022-12-24
PROD03015,US Polo Trendy Jacket,Jacket,Casual,US Polo,XXL,Black,2137,1444,693,2019-11-19
PROD03016,Zara Trendy Jacket,Jacket,Winter,Zara,XL,Red,2194,1579,615,2019-01-01
PROD03017,Allen Solly Premium T-shirt,T-shirt,Casual,Allen Solly,XXL,Grey,1172,787,385,2023-11-25
PROD03018,Adidas Premium Jeans,Jeans,Casual,Adidas,S,Red,2716,1764,952,2021-07-02
PROD03019,Allen Solly Comfort Jeans,Jeans,Casual,Allen Solly,XXL,Green,1179,742,437,2020-03-03
PROD03020,Nike Premium Jeans,Jeans,Casual,Nike,S,Red,2979,1862,1117,2019-10-21
PROD03021,Allen Solly Stylish T-shirt,T-shirt,Casual,Allen Solly,M,Green,2374,1721,653,2022-01-07
PROD03022,Levi's Stylish Shirt,Shirt,Formal,Levi's,M,Green,1218,840,378,2022-03-17
PROD03023,Roadster Premium Jacket,Jacket,Casual,Roadster,M,Green,1428,1074,354,2021-07-09
PROD03024,Allen Solly Classic Jeans,Jeans,Casual,Allen Solly,L,Black,906,604,302,2021-01-29
PROD03025,Puma Regular Fit Jeans,Jeans,Casual,Puma,XL,White,632,400,232,2021-06-09
PROD03026,Roadster Comfort Jeans,Jeans,Casual,Roadster,XL,Red,1787,1250,537,2020-07-17
PROD03027,Peter England Stylish Jacket,Jacket,Winter,Peter England,L,Grey,2037,1323,714,2022-11-25
PROD03028,Zara Slim Fit Jeans,Jeans,Casual,Zara,XXL,Grey,1492,1244,248,2025-09-23
PROD03029,Levi's Comfort Shirt,Shirt,Formal,Levi's,M,Red,1860,1538,322,2019-07-01
PROD03030,Roadster Regular Fit T-shirt,T-shirt,Casual,Roadster,L,Blue,2507,1929,578,2019-01-19
PROD03031,US Polo Trendy Jeans,Jeans,Casual,US Polo,M,White,458,332,126,2024-10-26
PROD03032,Roadster Comfort T-shirt,T-shirt,Sports,Roadster,M,Grey,2973,1882,1091,2021-02-10
PROD03033,Puma Regular Fit Jeans,Jeans,Casual,Puma,S,Grey,1988,1578,410,2022-05-06
PROD03034,Adidas Premium Jacket,Jacket,Casual,Adidas,XXL,Red,530,361,169,2024-07-06
PROD03035,Roadster Cotton Shirt,Shirt,Formal,Roadster,XL,Blue,935,673,262,2025-07-12
PROD03036,Nike Classic Jeans,Jeans,Casual,Nike,XL,Navy,2659,1797,862,2023-11-07
PROD03037,Zara Slim Fit Jacket,Jacket,Winter,Zara,XXL,Black,607,460,147,2023-10-16
PROD03038,Puma Classic Jeans,Jeans,Casual,Puma,M,Navy,665,500,165,2019-02-14
PROD03039,Roadster Regular Fit T-shirt,T-shirt,Casual,Roadster,L,Grey,739,490,249,2023-12-08
PROD03040,Roadster Premium Jacket,Jacket,Winter,Roadster,XL,Blue,566,399,167,2020-08-27
PROD03041,Puma Regular Fit T-shirt,T-shirt,Casual,Puma,XXL,Navy,1677,1126,551,2022-04-16
PROD03042,Adidas Trendy T-shirt,T-shirt,Casual,Adidas,XXL,White,501,380,121,2025-05-29
PROD03043,Adidas Denim Jacket,Jacket,Casual,Adidas,L,Navy,1857,1440,417,2025-05-05
PROD03044,Levi's Slim Fit Shirt,Shirt,Casual,Levi's,S,Green,2473,1888,585,2021-07-16
PROD03045,Zara Classic Shirt,Shirt,Casual,Zara,XXL,Navy,927,697,230,2020-08-25
PROD03046,H&M Premium Jeans,Jeans,Casual,H&M,L,Green,1534,1258,276,2019-11-20
PROD03047,US Polo Denim Jeans,Jeans,Casual,US Polo,XXL,Green,1631,1200,431,2020-01-10
PROD03048,Adidas Cotton Jeans,Jeans,Casual,Adidas,L,Black,673,510,163,2019-08-21
PROD03049,Levi's Trendy Jeans,Jeans,Casual,Levi's,XXL,Grey,2420,1681,739,2022-02-19
PROD03050,Levi's Premium Jacket,Jacket,Casual,Levi's,M,Blue,897,670,227,2021-07-16
PROD03051,H&M Comfort Shirt,Shirt,Formal,H&M,XXL,Grey,731,546,185,2020-07-17
PROD03052,Allen Solly Premium Jacket,Jacket,Casual,Allen Solly,XL,Green,1442,907,535,2022-12-14
PROD03053,Adidas Premium Shirt,Shirt,Casual,Adidas,L,Navy,849,570,279,2019-07-18
PROD03054,Adidas Classic Shirt,Shirt,Formal,Adidas,M,White,1686,1163,523,2023-11-24
PROD03055,Levi's Stylish Jacket,Jacket,Winter,Levi's,XXL,Blue,1127,783,344,2025-12-18
PROD03056,Peter England Slim Fit Shirt,Shirt,Casual,Peter England,S,Green,2583,1794,789,2020-11-04
PROD03057,Puma Trendy Jacket,Jacket,Casual,Puma,M,Red,1986,1602,384,2020-06-22
PROD03058,Zara Slim Fit Shirt,Shirt,Casual,Zara,XXL,Black,1088,837,251,2019-09-28
PROD03059,Zara Comfort Jeans,Jeans,Casual,Zara,XL,Red,1317,878,439,2019-04-16
PROD03060,Roadster Premium T-shirt,T-shirt,Casual,Roadster,L,Grey,1485,971,514,2025-05-12
PROD03061,Peter England Stylish Jeans,Jeans,Casual,Peter England,L,Navy,2224,1513,711,2025-05-01
PROD03062,Allen Solly Premium T-shirt,T-shirt,Sports,Allen Solly,S,Green,709,467,242,2025-09-18
PROD03063,Adidas Comfort Shirt,Shirt,Formal,Adidas,S,Grey,1395,918,477,2025-04-10
PROD03064,Puma Cotton Jacket,Jacket,Casual,Puma,L,Navy,2126,1408,718,2022-09-16
PROD03065,Puma Comfort Shirt,Shirt,Casual,Puma,L,Navy,659,511,148,2024-03-10
PROD03066,Adidas Slim Fit Jacket,Jacket,Casual,Adidas,XL,Green,2561,1817,744,2020-06-25
PROD03067,Zara Stylish T-shirt,T-shirt,Sports,Zara,M,Black,2058,1596,462,2024-06-22
PROD03068,Puma Regular Fit T-shirt,T-shirt,Sports,Puma,XXL,White,1727,1225,502,2022-03-21
PROD03069,Nike Comfort Shirt,Shirt,Casual,Nike,L,Green,2629,1865,764,2020-11-21
PROD03070,Roadster Classic Shirt,Shirt,Formal,Roadster,L,Black,1402,1009,393,2023-02-27
PROD03071,Allen Solly Regular Fit Shirt,Shirt,Casual,Allen Solly,S,Grey,812,666,146,2020-09-21
PROD03072,Nike Comfort T-shirt,T-shirt,Casual,Nike,XXL,Blue,1556,979,577,2024-02-06
PROD03073,Nike Cotton Shirt,Shirt,Formal,Nike,S,White,2590,1850,740,2023-07-30
PROD03074,H&M Classic T-shirt,T-shirt,Sports,H&M,S,Grey,1719,1421,298,2022-10-13
PROD03075,Allen Solly Premium Shirt,Shirt,Casual,Allen Solly,M,Green,1065,715,350,2020-10-18
